Subject_ID,Subject_Description,Keywords
3377,Homemaker,"housewife, Homemaker"
3378,Happiness in animals,"beast, mammal, livestock, Happiness in animals"
3379,Difference in effect of objective and subjective determinants,"outer vs inner causation, Difference in effect of objective and subjective determinants"
3380,Happiness in urbanites,"city dwellers, Happiness in urbanites"
3381,Difference between macro and micro level determinants,"cross level, Difference between macro and micro level determinants"
3382,Shopping,"buying, Shopping"
3383,Arts education in elementary school,"singing, drawing, theater, Arts education in elementary school"
3384,Strippers,"erotic dancer, Strippers"
3385,Difference across regions,"regional variation, Difference across regions"
3386,Pride of nation,"proud, respect, Pride of nation"
3387,Pet owners,"company animals, Pet owners"
3388,School,"college, university, School"
3389,Doubled class,"understudy, Doubled class"
3390,In love-relation,"bond, in love, partnered, In love-relation"
3391,Arts in nation,"fiction, cinema, fine writing, literature, music, Arts in nation"
3392,Wealth,"affluence, GDP, Wealth"
3393,Day light in home,"sun, Day light in home"
3394,Machine learning,"AI, artificial intelligence, Machine learning"
3395,Internally controled (vs externally),"self monitoring,  dependence, conformism, inner locus of control, Internally controled (vs externally)"
3396,Livability of vicinity,"local livability, Livability of vicinity"
3397,Attitude to state welfare effort,"social security, Attitude to state welfare effort"
3398,Wage level in region,"salary, pay, Wage level in region"
3399,Wage level in nation,"salary, pay, Wage level in nation"
3400,Conservatism,"status quo bias, Conservatism"
3401,Military,"soldier, Military"
3402,Happiness in occupations,"trade, profession, job, kind of work, Happiness in occupations"
3403,Happiness in sporters,"leisure activity, physical exercise, Happiness in sporters"
3404,Rural upbringing,"raised in country side, Rural upbringing"
3405,Study abroad,"international student, Study abroad"
3406,Clinical rating,"rating by psychologist, Clinical rating"
3407,Realistic perception of spouse,"understanding marriage partner, accuracy, Realistic perception of spouse"
3408,Generativity in region,"creativity, performance, productivity, vitality, Generativity in region"
3409,Energy consumption in nation,"ecological foot print, Energy consumption in nation"
3410,Freedom,"choice, Freedom"
3411,Emotion regulation,"self control, Emotion regulation"
3412,Use in health care,"clinical, outcome, Use in health care"
3413,Autonomy,"self direction, Autonomy"
3414,Cultural bias,"contextual, local views on happiness, Cultural bias"
3415,Finding reports (generated from a finding archive),"listing, selection of research results, Finding reports (generated from a finding archive)"
3417,Happiness in era,"period, years, time, Happiness in era"
3418,Nationality,"citizenshap, country, Nationality"
3419,Attitude-behavior consonance,"compatibility, similarity, Attitude-behavior consonance"
3420,Reflexion on answer,"consideration, serious, Reflexion on answer"
3421,Dryer,", Dryer"
3422,Sexual activity,"frequency, Sexual activity"
3423,Positivity bias,"rose colored,, Positivity bias"
3424,Music preference in nation,", Music preference in nation"
3425,Earlier satisfactions,"past satisfaction, Earlier satisfactions"
3426,Effect on marriage chance,"get married, Effect on marriage chance"
3427,Dataquadrate,", Dataquadrate"
3428,Effects on marriage,", Effects on marriage"
3429,Effects on satisfaction with marriage,"marital satisfaction, Effects on satisfaction with marriage"
3430,Effects on law abidance/breaking,"conformism, deviance, crime, Effects on law abidance/breaking"
3431,Conformism,"follow rules, protest, deviate, Conformism"
3432,Basic income,", Basic income"
3433,Consistency,"component correlation, Consistency"
3434,Time since migration,"years abroad, Time since migration"
3435,Happiness and social capital,"social assets, connections, relations, reputation, resources, Happiness and social capital"
3436,Advised format of presentation,"standard reporting, Advised format of presentation"
3437,Difference between happiness and life-satisfaction,"Happiness gap, Difference between happiness and life-satisfaction"
3438,Difference between satisfiers and dissatisfiers,"advantage, disadvantage, Difference between satisfiers and dissatisfiers"
3440,Change economic regime,"economic reform, policy change, Change economic regime"
3441,Visits to home country,"roots travel, Visits to home country"
3442,Actors,"artist, performer, Actors"
3443,Private or public school,", Private or public school"
3444,Effects on proference for status quo,"conservatism, status quo bias, Effects on proference for status quo"
3445,Soldier's wife,"army, military spouse, Soldier's wife"
3446,Involuntary childless,"infertile, unwanted, Involuntary childless"
3447,Voluntary childless,"childfree, Voluntary childless"
3448,Vigorous,"brisk, vital, zealous, Vigorous"
3449,Contact with nature,"forest, mountains, Contact with nature"
3450,Living with adult children,"co-residence, Living with adult children"
3451,Country of settlement,"host country, destination, Country of settlement"
3452,Adoptive child,"being adopted, Adoptive child"
3453,Effects on rationality,"judicious, prudent, Effects on rationality"
3455,Avoidance below midpoint,"below 5 cliff, Avoidance below midpoint"
3456,Impulse buying,"unintended purchase, Impulse buying"
3457,Penile cancer,"penis cancer, Penile cancer"
3458,Self improvement,"self development, Self improvement"
3459,Belief that happiness depends on luck,"blessing, serendipity, windfall, Belief that happiness depends on luck"
3460,Belief to have luck in life,"strike of fate, blessing, fluke, serepdipity, windfall, Belief to have luck in life"
3461,Leprosy,", Leprosy"
3462,Relational consumption,"gifts, dining, Relational consumption"
3463,Spirituality,"devive, meta-physival, mistic, sacred, Spirituality"
3464,Risky seks,"unsafe, Risky seks"
3465,Reputation,"prestige, standing, Reputation"
3466,Extra-marital seks,"open marriage, Extra-marital seks"
3467,Loves,"love affair, Loves"
3468,Use of emoticons,"smilies, Use of emoticons"
3469,Social status of spouse,"partner's prestige, Social status of spouse"
3470,Political position of spouse,"party member, delegate, official, Political position of spouse"
3471,Death anxiety,"Fear of dying, Death anxiety"
3472,Choice,"preference, Choice"
3473,Use of vaccination,"immunization, innoculation, Use of vaccination"
3474,Working student,", Working student"
3475,Security of income,"guaratee, stability, Security of income"
3476,Characteristics of parents,", Characteristics of parents"
3477,Personality of parents,"character, Personality of parents"
3478,Difference between external and inner determinants,"environmental, personal, Difference between external and inner determinants"
3479,Happiness in church attendants,"religious participation, worship, Happiness in church attendants"
3480,Effects on sleep,"insomia, Effects on sleep"
3481,Rents,"hire out, lease, Rents"
3482,Satisfaction with marriage,"marital adjustmen5, Satisfaction with marriage"
3483,Infertitily,"childless, Infertitily"
3484,Season work,"summer job, harvest job,  temporary, Season work"
3485,Time management,"planning, control, Time management"
3486,Working children,", Working children"
3487,Living in a Kibbutz,"collective settlement, commune, Living in a Kibbutz"
3488,Instititional change,"Re-organization, Instititional change"
3489,Preference for fairness over advantage,"competiveness, socialility, Preference for fairness over advantage"
3490,Facebook 'likes',"endorsement, Facebook 'likes'"
3491,Expenses in nation,", Expenses in nation"
3492,Expenses on health in nation,"expenditure, health budget, Expenses on health in nation"
3493,Effects on perceived control,"inner control orientation, external control orientation (toy of fate), Effects on perceived control"
3494,Worries about money,"financial problems, Worries about money"
3495,Wellbeing services in vinicity,"advice, leisure, help, Wellbeing services in vinicity"
3496,Harmony in life,"balanced, ease, no conflict, Harmony in life"
3497,Housing renovation,"move, Housing renovation"
3499,Effect on bone fracture,", Effect on bone fracture"
3500,Discrepancy real-social self,"self-presentation, Discrepancy real-social self"
3501,Day-dreaming,"ideate, imagine, fantasy, Day-dreaming"
3502,Married share in nation,"partnered, not single, Married share in nation"
3503,Taxation in region,"fiscal, toll, Taxation in region"
3504,Marital tension,"conflict, problems, Marital tension"
3505,Genetic selectivity in nation,"selective in/out migration, Genetic selectivity in nation"
3506,Attitudes to leisure,"free time, Attitudes to leisure"
3507,Legalization,"acceptance innitially illegal practices, Legalization"
3508,Illegal settlers,"undocumented, Illegal settlers"
3509,Expenses on education in nation,"+educational budget, Expenses on education in nation"
3510,Expenses on social security,"income support, Expenses on social security"
